date,product_code,product,variant,sold_quantity,gross_price_total
01/12/2020,A1718150201,AQ MB Crossx,Standard,164,3589.62
01/12/2020,A1718150202,AQ MB Crossx,Plus 1,142,3251.19
01/12/2020,A1718150203,AQ MB Crossx,Plus 2,127,3472.75
01/12/2020,A1718150204,AQ MB Crossx,Premium,191,5424.23
01/12/2020,A1819150301,AQ MB Crossx 2,Standard,57,1645.11
01/12/2020,A1819150302,AQ MB Crossx 2,Plus 1,53,1693.48
01/12/2020,A1819150303,AQ MB Crossx 2,Plus 2,126,4056.24
01/12/2020,A1819150304,AQ MB Crossx 2,Premium,102,3290.64
01/12/2020,A1919150401,AQ MB Lito,Standard,41,1384.2
01/12/2020,A1919150402,AQ MB Lito,Plus 1,131,4588.35
01/12/2020,A1919150403,AQ MB Lito,Plus 2,73,2615.96
01/12/2020,A1920150404,AQ MB Lito,Premium,207,8068.45
01/12/2020,A2020150501,AQ MB Lito 2,Standard,34,1406.57
01/12/2020,A2020150502,AQ MB Lito 2,Plus 1,148,5830.19
01/12/2020,A2021150503,AQ MB Lito 2,Plus 2,187,8496.85
01/12/2020,A2118150101,AQ Master wired x1 Ms,Standard 1,921,2710.87
01/12/2020,A2118150102,AQ Master wired x1 Ms,Standard 2,1816,7263.64
01/12/2020,A2118150103,AQ Master wired x1 Ms,Plus 1,1771,8021.74
01/12/2020,A2118150104,AQ Master wired x1 Ms,Plus 2,584,2946.81
01/12/2020,A2118150105,AQ Master wired x1 Ms,Premium 1,1123,5267.32
01/12/2020,A2118150106,AQ Master wired x1 Ms,Premium 2,749,3935.4
01/12/2020,A2218150201,AQ Master wireless x1 Ms,Standard 1,1827,9935.77
01/12/2020,A2218150202,AQ Master wireless x1 Ms,Standard 2,640,4099.46
01/12/2020,A2219150203,AQ Master wireless x1 Ms,Plus 1,1333,8971.22
01/12/2020,A2219150204,AQ Master wireless x1 Ms,Plus 2,1842,13543.49
01/12/2020,A2219150205,AQ Master wireless x1 Ms,Premium 1,1595,12730.17
01/12/2020,A2219150206,AQ Master wireless x1 Ms,Premium 2,401,3336.04
01/12/2020,A2319150301,AQ Gamers Ms,Standard 1,1587,13972.58
01/12/2020,A2319150302,AQ Gamers Ms,Standard 2,1250,11237.63
01/12/2020,A2319150303,AQ Gamers Ms,Plus 1,341,3204.62
01/12/2020,A2319150304,AQ Gamers Ms,Plus 2,1430,14953.94
01/12/2020,A2319150305,AQ Gamers Ms,Premium 1,1209,12618.33
01/12/2020,A2319150306,AQ Gamers Ms,Premium 2,389,4226.84
01/12/2020,A2419150401,AQ Lite Ms,Standard 1,513,5890.73
01/12/2020,A2419150402,AQ Lite Ms,Standard 2,1483,16731.06
01/12/2020,A2419150403,AQ Lite Ms,Plus 1,711,7744.57
01/12/2020,A2419150404,AQ Lite Ms,Plus 2,1183,13762.08
01/12/2020,A2419150405,AQ Lite Ms,Premium 1,846,10779.99
01/12/2020,A2420150406,AQ Lite Ms,Premium 2,1179,14499.22
01/12/2020,A2520150501,AQ Maxima Ms,Standard 1,1363,16449.91
01/12/2020,A2520150502,AQ Maxima Ms,Standard 2,1760,25566.99
01/12/2020,A2520150503,AQ Maxima Ms,Plus 1,1194,16916.83
01/12/2020,A2520150504,AQ Maxima Ms,Plus 2,1587,22662.36
01/12/2020,A2520150505,AQ Maxima Ms,Premium 1,1692,25678.13
01/12/2020,A2520150506,AQ Maxima Ms,Premium 2,1101,16039.04
01/12/2020,A2620150601,AQ Qwerty Ms,Standard 1,513,7644.37
01/12/2020,A2620150602,AQ Qwerty Ms,Standard 2,1584,25043.36
01/12/2020,A2620150603,AQ Qwerty Ms,Plus 1,1269,20277.6
01/12/2020,A2620150604,AQ Qwerty Ms,Plus 2,726,12014.65
01/12/2020,A2620150605,AQ Qwerty Ms,Premium 1,318,5275.05
01/12/2020,A2620150606,AQ Qwerty Ms,Premium 2,651,10927.04
01/12/2020,A2720150701,AQ Trigger Ms,Standard 1,565,9656.81
01/12/2020,A2721150702,AQ Trigger Ms,Standard 2,1501,25872.44
01/12/2020,A2721150703,AQ Trigger Ms,Plus 1,970,16427.24
01/12/2020,A2721150704,AQ Trigger Ms,Plus 2,977,19135.52
01/12/2020,A2721150705,AQ Trigger Ms,Premium 1,464,9003.55
01/12/2020,A2721150706,AQ Trigger Ms,Premium 2,573,11490.77
01/12/2020,A2821150801,AQ Lumina Ms,Standard 1,1142,24794.88
01/12/2020,A2918150101,AQ Master wired x1,Standard 1,1568,10817.79
01/12/2020,A2918150102,AQ Master wired x1,Standard 2,748,5683.23
01/12/2020,A2918150103,AQ Master wired x1,Plus 1,706,5485.13
01/12/2020,A2918150104,AQ Master wired x1,Plus 2,1071,9586.95
01/12/2020,A2918150105,AQ Master wired x1,Premium 1,1315,12446.48
01/12/2020,A2918150106,AQ Master wired x1,Premium 2,627,6532.59
01/12/2020,A3018150201,AQ Master wireless x1,Standard 1,1543,16657.46
01/12/2020,A3018150202,AQ Master wireless x1,Standard 2,1498,16556.5
01/12/2020,A3018150203,AQ Master wireless x1,Plus 1,431,5333.15
01/12/2020,A3019150204,AQ Master wireless x1,Plus 2,1324,15359.86
01/12/2020,A3019150205,AQ Master wireless x1,Premium 1,1236,14894.91
01/12/2020,A3019150206,AQ Master wireless x1,Premium 2,348,4524.63
01/12/2020,A3119150301,AQ Gamers ,Standard 1,247,3336.01
01/12/2020,A3119150302,AQ Gamers ,Standard 2,507,7760.7
01/12/2020,A3119150303,AQ Gamers ,Plus 1,317,5148.3
01/12/2020,A3120150304,AQ Gamers ,Plus 2,1384,22668.81
01/12/2020,A3120150305,AQ Gamers ,Premium 1,681,11115.15
01/12/2020,A3120150306,AQ Gamers ,Premium 2,744,14359.42
01/12/2020,A3220150401,AQ Lite,Standard 1,1118,20676.63
01/12/2020,A3220150402,AQ Lite,Standard 2,577,10844.54
01/12/2020,A3220150403,AQ Lite,Plus 1,596,11076.3
01/12/2020,A3220150404,AQ Lite,Plus 2,950,17500.81
01/12/2020,A3220150405,AQ Lite,Premium 1,1147,21725.9
01/12/2020,A3220150406,AQ Lite,Premium 2,1020,20406.73
01/12/2020,A3320150501,AQ Maxima,Standard 1,228,4649.1
01/12/2020,A3320150502,AQ Maxima,Standard 2,1191,25843.27
01/12/2020,A3320150503,AQ Maxima,Plus 1,377,7869.23
01/12/2020,A3320150504,AQ Maxima,Plus 2,539,11930.28
01/12/2020,A3320150505,AQ Maxima,Premium 1,247,5701.85
01/12/2020,A3320150506,AQ Maxima,Premium 2,1198,28473.82
01/12/2020,A3420150601,AQ Qwerty,Standard 1,310,7616.39
01/12/2020,A3420150602,AQ Qwerty,Standard 2,336,8054.79
01/12/2020,A3421150603,AQ Qwerty,Plus 1,523,14095.22
01/12/2020,A3421150604,AQ Qwerty,Plus 2,1350,37010.52
01/12/2020,A3421150605,AQ Qwerty,Premium 1,1128,33692.46
01/12/2020,A3421150606,AQ Qwerty,Premium 2,744,22075.15
01/12/2020,A3521150701,AQ Trigger,Standard 1,1188,34911.99
01/12/2020,A3521150702,AQ Trigger,Standard 2,1049,31828.13
01/12/2020,A3521150703,AQ Trigger,Plus 1,827,26270.9
01/12/2020,A3521150704,AQ Trigger,Plus 2,304,10221.88
01/12/2020,A3521150705,AQ Trigger,Premium 1,897,30956.73
01/12/2020,A3718150101,AQ LION x1,Standard,114,1882.45
01/12/2020,A3718150102,AQ LION x1,Plus 1 ,149,2399.12
01/12/2020,A3718150103,AQ LION x1,Plus 2,62,1089.32
01/12/2020,A3718150105,AQ LION x1,Premium,57,1027.78
01/12/2020,A3818150201,AQ LION x2,Standard,138,2382.54
01/12/2020,A3818150202,AQ LION x2,Plus 1 ,127,2225
01/12/2020,A3819150203,AQ LION x2,Plus 2,68,1254.82
01/12/2020,A3819150204,AQ LION x2,Plus 3,98,2077.03
01/12/2020,A3819150205,AQ LION x2,Premium,61,1318
01/12/2020,A3920150301,AQ LION x3,Standard,45,996.54
01/12/2020,A3920150302,AQ LION x3,Plus 1 ,55,1273.36
01/12/2020,A3920150303,AQ LION x3,Plus 2,152,3870.98
01/12/2020,A3920150304,AQ LION x3,Plus 3,128,3205.66
01/12/2020,A3920150305,AQ LION x3,Premium,82,2251.28
01/12/2020,A4020150401,AQ Mx NB,Standard,105,2827.67
01/12/2020,A4020150402,AQ Mx NB,Plus 1 ,62,1763.9
01/12/2020,A4021150403,AQ Mx NB,Plus 2,86,2575.04
01/12/2020,A4021150404,AQ Mx NB,Plus 3,89,2543.62
01/12/2020,A4021150405,AQ Mx NB,Premium,68,2155.8
01/12/2020,A4118110105,AQ Aspiron,Plus Blue,57,10424.91
01/12/2020,A4118110106,AQ Aspiron,Plus Red,54,10138.68
01/12/2020,A4118110107,AQ Aspiron,Premium Black,30,5873.16
01/12/2020,A4218110201,AQ Digit,Standard Grey,35,7009.56
01/12/2020,A4218110202,AQ Digit,Standard Blue,42,9069.23
01/12/2020,A4218110203,AQ Digit,Standard Red,48,11368.73
01/12/2020,A4218110204,AQ Digit,Plus Grey,41,9516.26
01/12/2020,A4218110205,AQ Digit,Plus Blue,40,9605.61
01/12/2020,A4218110206,AQ Digit,Plus Red,18,4266.33
01/12/2020,A4218110207,AQ Digit,Premium Black,46,11459.99
01/12/2020,A4218110208,AQ Digit,Premium Misty Green,57,13853.36
01/12/2020,A4318110301,AQ Velocity,Standard Grey,42,11117.4
01/12/2020,A4319110302,AQ Velocity,Standard Blue,33,8817.9
01/12/2020,A4319110303,AQ Velocity,Standard Red,56,14628.91
01/12/2020,A4319110304,AQ Velocity,Plus Grey,73,19495.64
01/12/2020,A4319110305,AQ Velocity,Plus Blue,12,3333.69
01/12/2020,A4319110306,AQ Velocity,Plus Red,62,17100.8
01/12/2020,A4419110401,AQ Elite,Standard Grey,67,18180.26
01/12/2020,A4419110402,AQ Elite,Standard Blue,70,19736.53
01/12/2020,A4419110403,AQ Elite,Standard Red,17,4896.86
01/12/2020,A4419110404,AQ Elite,Plus Grey,51,14631.76
01/12/2020,A4419110405,AQ Elite,Plus Blue,39,11357.08
01/12/2020,A4419110406,AQ Elite,Plus Red,27,7764.3
01/12/2020,A4419110407,AQ Elite,Premium Black,16,4599.89
01/12/2020,A4419110408,AQ Elite,Premium Misty Green,62,18415.72
01/12/2020,A4519110501,AQ Gen X,Standard Grey,44,13720.94
01/12/2020,A4519110502,AQ Gen X,Standard Blue,54,16218.24
01/12/2020,A4519110503,AQ Gen X,Standard Red,68,20870.49
01/12/2020,A4520110504,AQ Gen X,Plus Grey,40,13669.37
01/12/2020,A4520110505,AQ Gen X,Plus Blue,15,4878.23
01/12/2020,A4520110506,AQ Gen X,Plus Red,21,6830.38
01/12/2020,A4520110507,AQ Gen X,Premium Black,68,21960.1
01/12/2020,A4520110508,AQ Gen X,Premium Misty Green,70,22896.51
01/12/2020,A4620110601,AQ Gen Y,Standard Grey,24,8333.94
01/12/2020,A4620110602,AQ Gen Y,Standard Blue,31,10747.35
01/12/2020,A4620110603,AQ Gen Y,Standard Red,37,13543.7
01/12/2020,A4620110604,AQ Gen Y,Plus Grey,56,19773.5
01/12/2020,A4620110605,AQ Gen Y,Plus Blue,16,5588.04
01/12/2020,A4620110606,AQ Gen Y,Plus Red,56,19518.1
01/12/2020,A4620110607,AQ Gen Y,Premium Black,58,20172.57
01/12/2020,A4620110608,AQ Gen Y,Premium Misty Green,40,14522.52
01/12/2020,A4720110701,AQ GEN Z,Standard Grey,30,11032.01
01/12/2020,A4720110702,AQ GEN Z,Standard Blue,41,15227.51
01/12/2020,A4721110703,AQ GEN Z,Standard Red,37,13381.04
01/12/2020,A4721110704,AQ GEN Z,Plus Grey,48,18250.33
01/12/2020,A4721110705,AQ GEN Z,Plus Blue,19,7170.73
01/12/2020,A4918110101,AQ BZ 101,Standard Grey,36,15090.97
01/12/2020,A4918110102,AQ BZ 101,Standard Blue,39,17608.04
01/12/2020,A4918110103,AQ BZ 101,Premium Black,41,17553.95
01/12/2020,A4918110104,AQ BZ 101,Premium Misty Green,41,18871.5
01/12/2020,A5018110201,AQ BZ Compact,Standard Grey,34,15357.97
01/12/2020,A5018110202,AQ BZ Compact,Standard Blue,35,16189.49
01/12/2020,A5018110203,AQ BZ Compact,Standard Red,22,9947.12
01/12/2020,A5018110204,AQ BZ Compact,Plus Grey,47,21043.48
01/12/2020,A5018110205,AQ BZ Compact,Plus Blue,18,8751.17
01/12/2020,A5018110206,AQ BZ Compact,Plus Red,21,9986.64
01/12/2020,A5018110207,AQ BZ Compact,Premium Black,12,5702.28
01/12/2020,A5019110208,AQ BZ Compact,Premium Misty Green,36,16822.97
01/12/2020,A5119110301,AQ BZ Gen Y,Standard Grey,40,19161.76
01/12/2020,A5119110302,AQ BZ Gen Y,Standard Blue,19,9011.95
01/12/2020,A5119110303,AQ BZ Gen Y,Standard Red,43,20395.56
01/12/2020,A5119110305,AQ BZ Gen Y,Plus Blue,45,21752.16
01/12/2020,A5119110306,AQ BZ Gen Y,Plus Red,18,8756.74
01/12/2020,A5119110307,AQ BZ Gen Y,Premium Black,16,8263.33
01/12/2020,A5119110308,AQ BZ Gen Y,Premium Misty Green,24,12301.95
01/12/2020,A5219110401,AQ BZ Gen Z,Standard Grey,35,17743.75
01/12/2020,A5219110402,AQ BZ Gen Z,Standard Blue,40,19606.33
01/12/2020,A5219110403,AQ BZ Gen Z,Standard Red,35,18403.15
01/12/2020,A5219110405,AQ BZ Gen Z,Plus Blue,41,21371.67
01/12/2020,A5219110406,AQ BZ Gen Z,Plus Red,41,22568.85
01/12/2020,A5219110407,AQ BZ Gen Z,Premium Black,23,12548.64
01/12/2020,A5220110408,AQ BZ Gen Z,Premium Misty Green,19,10127.75
01/12/2020,A5318110103,AQ Gamer 1,Standard Black,18,10529.5
01/12/2020,A5318110104,AQ Gamer 1,Plus Firey Red,16,9382.12
01/12/2020,A5318110105,AQ Gamer 1,Plus Cool Blue,13,7167.29
01/12/2020,A5318110106,AQ Gamer 1,Plus Black,7,3961.12
01/12/2020,A5318110107,AQ Gamer 1,Premium Black,31,17721.12
01/12/2020,A5318110108,AQ Gamer 1,Premium Misty Green,29,16810.17
01/12/2020,A5419110201,AQ Gamer 2,Standard Firey Red,22,12870.01
01/12/2020,A5419110202,AQ Gamer 2,Standard Cool Blue,16,9086.83
01/12/2020,A5419110203,AQ Gamer 2,Standard Black,27,16080.42
01/12/2020,A5419110204,AQ Gamer 2,Plus Firey Red,9,5426.28
01/12/2020,A5419110205,AQ Gamer 2,Plus Cool Blue,25,14268.95
01/12/2020,A5419110206,AQ Gamer 2,Plus Black,7,4211.48
01/12/2020,A5419110207,AQ Gamer 2,Premium Black,6,3595.38
01/12/2020,A5419110208,AQ Gamer 2,Premium Misty Green,9,5475.66
01/12/2020,A5519110301,AQ Gamer 3,Standard Firey Red,8,4717.93
01/12/2020,A5519110302,AQ Gamer 3,Standard Cool Blue,30,18175.93
01/12/2020,A5519110303,AQ Gamer 3,Standard Black,30,18128.16
01/12/2020,A5519110304,AQ Gamer 3,Plus Firey Red,25,14944.26
01/12/2020,A5520110305,AQ Gamer 3,Plus Cool Blue,13,8222.35
01/12/2020,A5520110306,AQ Gamer 3,Plus Black,9,5757.13
01/12/2020,A5520110307,AQ Gamer 3,Premium Black,18,10976.27
01/12/2020,A5520110308,AQ Gamer 3,Premium Misty Green,22,12982.55
01/12/2020,A5620110401,AQ Smash 1,Standard Firey Red,11,7062.77
01/12/2020,A5620110402,AQ Smash 1,Standard Cool Blue,17,10095.1
01/12/2020,A5621110403,AQ Smash 1,Standard Black,9,5680.67
01/12/2020,A5621110404,AQ Smash 1,Plus Firey Red,25,15999.04
01/12/2020,A5621110405,AQ Smash 1,Plus Cool Blue,25,15045.43
01/12/2020,A5621110406,AQ Smash 1,Plus Black,25,16109.44
01/12/2020,A5621110407,AQ Smash 1,Premium Black,19,12459.79
01/12/2020,A5621110408,AQ Smash 1,Premium Misty Green,18,11830.55
01/12/2020,A5721110501,AQ Smash 2,Standard Firey Red,9,5847.24
01/12/2020,A5721110502,AQ Smash 2,Standard Cool Blue,25,15699.85
01/12/2020,A5721110503,AQ Smash 2,Standard Black,24,16279.28
01/12/2020,A5721110504,AQ Smash 2,Plus Firey Red,11,7214.18
01/12/2020,A5721110505,AQ Smash 2,Plus Cool Blue,30,20232.82
01/12/2020,A5721110506,AQ Smash 2,Plus Black,21,15131.47
01/12/2020,A5820110101,AQ BZ Allin1,Standard 1,24,16351.25
01/12/2020,A5820110102,AQ BZ Allin1,Standard 2,13,9068.2
01/12/2020,A5820110103,AQ BZ Allin1,Standard 3,35,25730.13
01/12/2020,A5820110104,AQ BZ Allin1,Plus 1,41,28310.38
01/12/2020,A5820110105,AQ BZ Allin1,Plus 2,9,6384.53
01/12/2020,A5820110106,AQ BZ Allin1,Plus 3,35,24238.35
01/12/2020,A5820110107,AQ BZ Allin1,Premium 1,12,8852.13
01/12/2020,A5821110108,AQ BZ Allin1,Premium 2,51,38083.68
01/12/2020,A6018110101,AQ Home Allin1,Standard 1,3,2401.37
01/12/2020,A6018110102,AQ Home Allin1,Standard 2,9,6876.49
01/12/2020,A6018110103,AQ Home Allin1,Standard 3,5,3854.89
01/12/2020,A6018110104,AQ Home Allin1,Plus 1,6,4494.59
01/12/2020,A6018110105,AQ Home Allin1,Plus 2,8,6133.18
01/12/2020,A6018110106,AQ Home Allin1,Plus 3,2,1575.17
01/12/2020,A6019110107,AQ Home Allin1,Premium 1,4,3143.97
01/12/2020,A6019110108,AQ Home Allin1,Premium 2,10,7966.61
01/12/2020,A6119110201,AQ HOME Allin1 Gen 2,Standard 1,8,6592.71
01/12/2020,A6119110202,AQ HOME Allin1 Gen 2,Standard 2,9,7110.94
01/12/2020,A6119110203,AQ HOME Allin1 Gen 2,Standard 3,10,7695.64
01/12/2020,A6119110204,AQ HOME Allin1 Gen 2,Plus 1,6,4843.58
01/12/2020,A6120110205,AQ HOME Allin1 Gen 2,Plus 2,8,6679.85
01/12/2020,A6120110206,AQ HOME Allin1 Gen 2,Plus 3,4,3242.41
01/12/2020,A6218160101,AQ Digit SSD,Standard,341,4635.59
01/12/2020,A6218160102,AQ Digit SSD,Plus,1247,19014.38
01/12/2020,A6219160103,AQ Digit SSD,Premium,1393,22706.32
01/12/2020,A6319160201,AQ Neuer SSD,Standard,782,13574.74
01/12/2020,A6319160202,AQ Neuer SSD,Plus,1715,31853.21
01/12/2020,A6319160203,AQ Neuer SSD,Premium,438,8472.37
01/12/2020,A6419160301,AQ Clx1,Standard,1348,24000.2
01/12/2020,A6419160302,AQ Clx1,Plus,943,18550.98
01/12/2020,A6419160303,AQ Clx1,Premium,1662,32133.44
01/12/2020,A6519160401,AQ Clx2,Standard,539,10935.72
01/12/2020,A6520160402,AQ Clx2,Plus,195,3932.18
01/12/2020,A6520160403,AQ Clx2,Premium,839,17856.44
01/12/2020,A6620160501,AQ Clx3,Standard,1127,25755.33
01/12/2020,A6720160103,AQ Pen Drive 2 IN 1,Premium,703,3122.09
01/12/2020,A6818160201,AQ Pen Drive DRC,Standard,2085,6252.92
01/12/2020,A6818160202,AQ Pen Drive DRC,Plus,722,2781.94
01/12/2020,A6819160203,AQ Pen Drive DRC,Premium,1394,7107.17
01/12/2020,A7118160101,AQ Wi Power Dx1,Standard,1218,36139.52
01/12/2020,A7119160102,AQ Wi Power Dx1,Plus,697,20858.7
01/12/2020,A7119160103,AQ Wi Power Dx1,Premium,293,8430.66
01/12/2020,A7219160201,AQ Wi Power Dx2,Standard,531,17500.43
01/12/2020,A7220160202,AQ Wi Power Dx2,Plus,1083,38127.34
01/12/2020,A7220160203,AQ Wi Power Dx2,Premium,132,4947.15
01/12/2020,A7321160301,AQ Wi Power Dx3,Standard,135,5507.38
01/12/2020,A7321160302,AQ Wi Power Dx3,Plus,487,21401.02
01/12/2020,A7321160303,AQ Wi Power Dx3,Premium,708,30336.6
01/01/2021,A0118150101,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Standard,182,3468.43
01/01/2021,A0118150102,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Plus,121,2596.24
01/01/2021,A0118150103,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Premium,142,3092.69
01/01/2021,A0118150104,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Premium Plus,35,804.05
01/01/2021,A0219150201,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Standard,161,3815.49
01/01/2021,A0219150202,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Plus,241,5960.22
01/01/2021,A0220150203,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Premium,41,968.23
01/01/2021,A0320150301,AQ Zion Saga,Standard,121,2870.4
01/01/2021,A0321150302,AQ Zion Saga,Plus,164,4444.84
01/01/2021,A0321150303,AQ Zion Saga,Premium,172,4817.01
01/01/2021,A0418150103,AQ Mforce Gen X,Standard 3,133,2596.63
01/01/2021,A0418150104,AQ Mforce Gen X,Plus 1,155,3088.2
01/01/2021,A0418150105,AQ Mforce Gen X,Plus 2,176,3533.48
01/01/2021,A0418150106,AQ Mforce Gen X,Plus 3,121,2412.32
01/01/2021,A0519150201,AQ Mforce Gen Y,Standard 1,81,1814.27
01/01/2021,A0519150202,AQ Mforce Gen Y,Standard 2,65,1620.44
01/01/2021,A0519150203,AQ Mforce Gen Y,Standard 3,144,3828.54
01/01/2021,A0519150204,AQ Mforce Gen Y,Plus 1,114,2976.32
01/01/2021,A0519150205,AQ Mforce Gen Y,Plus 2,166,4930.33
01/01/2021,A0519150206,AQ Mforce Gen Y,Plus 3,120,3749.27
01/01/2021,A0519150207,AQ Mforce Gen Y,Premium 1,20,648.85
01/01/2021,A0519150208,AQ Mforce Gen Y,Premium 2,72,2201.88
01/01/2021,A0619150301,AQ Mforce Gen Z,Standard 1,123,3747.76
01/01/2021,A0619150302,AQ Mforce Gen Z,Standard 2,27,920.63
01/01/2021,A0620150303,AQ Mforce Gen Z,Standard 3,42,1438.13
01/01/2021,A0620150304,AQ Mforce Gen Z,Plus 1,152,5712.56
01/01/2021,A0620150305,AQ Mforce Gen Z,Plus 2,190,6947.9
01/01/2021,A0620150306,AQ Mforce Gen Z,Plus 3,79,2964.7
01/01/2021,A0621150307,AQ Mforce Gen Z,Premium 1,126,4566.67
01/01/2021,A0621150308,AQ Mforce Gen Z,Premium 2,188,7407.01
01/01/2021,A0721150401,AQ GT 21,Standard,72,2832.31
01/01/2021,A0721150402,AQ GT 21,Plus 1,120,4697.58
01/01/2021,A0721150403,AQ GT 21,Plus 2,48,1886.35
01/01/2021,A0721150404,AQ GT 21,Premium,126,4929.31
01/01/2021,A0821150501,AQ Marquee P3,Standard,86,3483.11
01/01/2021,A0821150502,AQ Marquee P3,Plus 1,161,6970.75
01/01/2021,A0821150503,AQ Marquee P3,Plus 2,73,3094.04
01/01/2021,A0821150504,AQ Marquee P3,Premium,132,5900.98
01/01/2021,A0921150601,AQ Marquee P4,Standard,104,4688.46
01/01/2021,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,82,9110.5
01/01/2021,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,37,4568.75
01/01/2021,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,48,5948.71
01/01/2021,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,46,5716.14
01/01/2021,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,184,23843.38
01/01/2021,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,75,10492.22
01/01/2021,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,193,26186.66
01/01/2021,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,177,25691.09
01/01/2021,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,34,4859.97
01/01/2021,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,158,23558.34
01/01/2021,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,65,9765.93
01/01/2021,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,59,9480.78
01/01/2021,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,116,18618.95
01/01/2021,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,164,27797.98
01/01/2021,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,28,4940.29
01/01/2021,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,121,22541.3
01/01/2021,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,68,12611.27
01/01/2021,A1618150101,AQ MB Elite,Standard,131,2573.95
01/01/2021,A1618150102,AQ MB Elite,Plus 1,90,1841.66
01/01/2021,A1618150103,AQ MB Elite,Plus 2,57,1208.5
01/01/2021,A1618150104,AQ MB Elite,Premium,91,1951.85
01/01/2021,A1718150201,AQ MB Crossx,Standard,108,2363.89
01/01/2021,A1718150202,AQ MB Crossx,Plus 1,109,2495.63
01/01/2021,A1718150203,AQ MB Crossx,Plus 2,92,2515.69
01/01/2021,A1718150204,AQ MB Crossx,Premium,39,1107.56
01/01/2021,A1819150301,AQ MB Crossx 2,Standard,121,3492.24
01/01/2021,A1819150302,AQ MB Crossx 2,Plus 1,17,543.19
01/01/2021,A1819150303,AQ MB Crossx 2,Plus 2,38,1223.31
01/01/2021,A1819150304,AQ MB Crossx 2,Premium,113,3645.52
01/01/2021,A1919150401,AQ MB Lito,Standard,52,1755.57
01/01/2021,A1919150402,AQ MB Lito,Plus 1,97,3397.48
01/01/2021,A1919150403,AQ MB Lito,Plus 2,107,3834.35
01/01/2021,A1920150404,AQ MB Lito,Premium,26,1013.43
01/01/2021,A2020150501,AQ MB Lito 2,Standard,130,5378.05
01/01/2021,A2020150502,AQ MB Lito 2,Plus 1,77,3033.28
01/01/2021,A2021150503,AQ MB Lito 2,Plus 2,26,1181.38
01/01/2021,A2118150101,AQ Master wired x1 Ms,Standard 1,306,900.68
01/01/2021,A2118150102,AQ Master wired x1 Ms,Standard 2,797,3187.84
01/01/2021,A2118150103,AQ Master wired x1 Ms,Plus 1,915,4144.49
01/01/2021,A2118150104,AQ Master wired x1 Ms,Plus 2,851,4294.06
01/01/2021,A2118150105,AQ Master wired x1 Ms,Premium 1,869,4075.96
01/01/2021,A2118150106,AQ Master wired x1 Ms,Premium 2,647,3399.47
01/01/2021,A2218150201,AQ Master wireless x1 Ms,Standard 1,349,1897.97
01/01/2021,A2218150202,AQ Master wireless x1 Ms,Standard 2,753,4823.27
01/01/2021,A2219150203,AQ Master wireless x1 Ms,Plus 1,266,1790.21
01/01/2021,A2219150204,AQ Master wireless x1 Ms,Plus 2,248,1823.44
01/01/2021,A2219150205,AQ Master wireless x1 Ms,Premium 1,223,1779.83
01/01/2021,A2219150206,AQ Master wireless x1 Ms,Premium 2,337,2803.6
01/01/2021,A2319150301,AQ Gamers Ms,Standard 1,1011,8901.25
01/01/2021,A2319150302,AQ Gamers Ms,Standard 2,699,6284.08
01/01/2021,A2319150303,AQ Gamers Ms,Plus 1,584,5488.26
01/01/2021,A2319150304,AQ Gamers Ms,Plus 2,924,9662.55
01/01/2021,A2319150305,AQ Gamers Ms,Premium 1,678,7076.29
01/01/2021,A2319150306,AQ Gamers Ms,Premium 2,666,7236.69
01/01/2021,A2419150401,AQ Lite Ms,Standard 1,971,11149.9
01/01/2021,A2419150402,AQ Lite Ms,Standard 2,300,3384.57
01/01/2021,A2419150403,AQ Lite Ms,Plus 1,917,9988.42
01/01/2021,A2419150404,AQ Lite Ms,Plus 2,978,11377.27
